Name,Rating,Review Title,Review Date,Review Content
Robert Hall,5.0 out of 5 stars,Better than expected,Reviewed in the United Kingdom on 11 January 2021,"I have what must be an early smart tv, and I could not get amazon prime on it, which is why I bought this.  Not only can I get Amazon Prime Video, I can also get ITV Hub, channel 4 catch-up and myfive, all of which I could not get before. This is a brilliant thing, and much cheaper than a new TV!  Highly recommended."
Rilk,5.0 out of 5 stars,Love it,Reviewed in the United Kingdom on 28 February 2021,"When channel 5 stopped streaming to my kitchen tv I was disappointed. When channel 4 stopped streaming, I was gutted. I was told about the fire stick and it was the best decision I made to get one. I would have had to buy a new TV to get the channels I was missing but the firestick Is by far the best thing ever! Love it!"
Robert James Simpson,5.0 out of 5 stars,Great purchase,Reviewed in the United Kingdom on 2 March 2021,"Very pleased with my fire TV stick, it has all the apps I want, some of which disappeared from my smart TV, hence me buying this product in the first place. I have  had no problems with streaming, and I particularly like the ability to voice search for a programme or film, with results from all services displayed. Only glitch I have noticed up to now is on the All4 app where of I pause a programme and then restart it, at the next ad break it sometimes goes back to the beginning of the episode! Thus may well be an issue with the app provider though so won't dock a star over it!"
Darren C.,5.0 out of 5 stars,So much quicker than the old ones!,Reviewed in the United Kingdom on 4 January 2021,Bought the new gen fire stick to replace an old 1st gen stick that was used in my bedroom. It really is night and day in comparison with speed as this new fire stick absolutely blazes through tasks and it boots to the Home Screen in a fraction of the time compared to the old one. Very happy indeed with the upgrade.
elsie13,5.0 out of 5 stars,Saved me money on new tv.,Reviewed in the United Kingdom on 6 January 2021,I was going to upgrade my tv by buying a new one . My son said my present tv was ok but would be much improved by simply buying a Fire Stick Lite.  I took his advice and was quite sceptical but to my surprise it worked beautifully. It virtually loaded itself  without any fuss and now I have a much better choice of programmes. One happy bunny!
Natalie D.,5.0 out of 5 stars,Bought as a I needed a remote control for the old one .,Reviewed in the United Kingdom on 15 December 2020,"I really like the fire stick but I only bought this as I needed a remote control for my old one replacing.Its about time a replacement remote is made available that doesn't cost as much as the whole firestick package.  And yes I tried the remote on the phone app and it was dreadful, only worked intermittently."
S6D3,3.0 out of 5 stars,Good product,Reviewed in the United Kingdom on 12 December 2020,The product overall is pretty good. Would’ve given 5 stars but I bought one for me and my mum we both have had the same problems sometimes the screen just goes blank and you have to unplug it to restart it and to make it work again. We have this problem mainly with Netflix when we’re just watching a movie the screen will go blank and restarting it won’t do anything you will have to unplug. But it’s a good product and the Alexa voice control is really helpful and it’s really fast I love the start up sound it makes but if you want to get the best out of your product I would suggest using it on a new TV as my TV is pretty old and makes a certain noise. And I don’t think the issue where it blacks out is with my TV because my mums one does the same thing and her TV is new
Anthony,5.0 out of 5 stars,Revives older TV,Reviewed in the United Kingdom on 29 December 2020,We had subscribed to a streaming service that one of our TVs didn't support. The fire stick provided the ability to watch the service and many others in one place. The remote is brilliant and the Alexa integration makes finding and searching very easy.I am looking to get another for the TV in our gym.
David of Almondsbury,5.0 out of 5 stars,More choice!,Reviewed in the United Kingdom on 15 October 2020,"It's a great product. I already had a Fire Stick and bought this one for the bedroom TV so we could ""YouTube"" in bed. I'm not sure what the star rating for 'Thickness' means so I gave it 3 stars.  If there is a USB socket on your TV you can power the Fire Stick from that rather than having to use a 13 amp socket."
Wiseowl,5.0 out of 5 stars,Almost faultless streaming of Netflix content,Reviewed in the United Kingdom on 14 January 2021,This was a replacement for a much older firestick and I don't know why I didn't replace it sooner.  It responds quickly to remote and to voice though I haven't had to use alexa much at all. Signing up to Netflix was easy.  Setup very easy. Almost faultless streaming - no visible buffering at all of HD content so the one incidence I have experienced so far of a nano-second picture distortion may have been caused by an internet issue. So far I have only used it for Netflix so can't comment on any other services
Mahi Rahman,5.0 out of 5 stars,Good budget home entertainment alternative,Reviewed in the United Kingdom on 9 November 2020,"Good budget home entertainment and alternative to standard satellite channels if you watch movies online. If you have amazon prime or an old non  ""smart tv"" you can make it smart and modern compatible with many devices or use your internet to watch amazing shows and movies on the cheap and in HD. Can't help it but recommend but if you want to do gaming from Android Google Store or have nice OS running on it then you are off better buying alternative brand ""Android TV Box"" which will fully support android and its features."
